filename,label,original_label,source
../data/custom/ecoglasses/36D77F8D-047C-4CFF-90DB-84C68D503BD6_1_105_c.jpeg,ecoglasses,custom_ecoglasses,custom
../data/custom/ecoglasses/68F7B4FB-48B2-4235-923B-60522307384A_1_105_c.jpeg,ecoglasses,custom_ecoglasses,custom
../data/custom/ecoglasses/00CA51DA-ADE6-4BF3-BDD4-9D4E901CF427_1_105_c.jpeg,ecoglasses,custom_ecoglasses,custom
../data/custom/ecoglasses/2C050322-C8D7-4B9F-9E49-4285CFDC5D9E_1_105_c.jpeg,ecoglasses,custom_ecoglasses,custom
../data/custom/ecoglasses/6E824C10-EE16-4B34-8640-EB3ED712558C_1_105_c.jpeg,ecoglasses,custom_ecoglasses,custom
../data/custom/ecoglasses/1DAD988D-8042-48C8-9781-AD1C84A93ABE_1_105_c.jpeg,ecoglasses,custom_ecoglasses,custom
../data/custom/ecoglasses/6DFD0EE6-F10A-4EA1-9BCE-889709C54B32_1_105_c.jpeg,ecoglasses,custom_ecoglasses,custom
../data/custom/ecoglasses/E2F9ECEB-5EB0-4FDA-98F3-03BD6E5718CE_1_105_c.jpeg,ecoglasses,custom_ecoglasses,custom
../data/custom/ecoglasses/A19C8A8A-F8C1-4194-8180-0D77B9484860_1_105_c.jpeg,ecoglasses,custom_ecoglasses,custom
../data/custom/ecoglasses/06CA313F-37E5-4191-BA73-A7DEC896D64F_1_105_c.jpeg,ecoglasses,custom_ecoglasses,custom
../data/custom/ecoglasses/F7FE1096-12B2-45BA-BBAE-23A1779E57AD_1_105_c.jpeg,ecoglasses,custom_ecoglasses,custom
../data/custom/ecoglasses/38599037-6548-4585-8F48-96FE93CE4E22_1_105_c.jpeg,ecoglasses,custom_ecoglasses,custom
